text,prompt,option1,option2,answer,score1,score2,pred,correct,difference
"If the head of government is not satisfied with the council, he may request that the co-princes dissolve the council and order new elections.","If the head of government is not satisfied with the council, he may",request,requests,request,-9.3641996383667,-18.815608978271484,request,True,9.451409339904785
"If the head of government is not satisfied with the council, he may request that the co-princes dissolve the council and order new elections.","If the head of government is not satisfied with the council, he may request that the co-princes",dissolve,dissolves,dissolve,-28.094261169433594,-28.444381713867188,dissolve,True,0.35012054443359375
"Theoretical production ecology, relating to crop production modeling Traditional agricultural systems, sometimes termed subsistence agriculture, which feed most of the poorest people in the world.","Theoretical production ecology, relating to crop production modeling Traditional agricultural systems, sometimes termed subsistence agriculture, which",feed,feeds,feed,-10.495970726013184,-20.757654190063477,feed,True,10.261683464050293
"If a party is dissatisfied with the finding of such a tribunal, one generally has the power to request a trial ""de novo"" by a court of record.","If a party is dissatisfied with the finding of such a tribunal, one generally",has,have,has,-9.678234100341797,-10.280261039733887,has,True,0.6020269393920898
Feeding The aardvark is nocturnal and is a solitary creature that feeds almost exclusively on ants and termites (myrmecophagy); the only fruit eaten by aardvarks is the aardvark cucumber.,Feeding The aardvark is nocturnal and is a solitary creature that,feeds,feed,feeds,-17.94286346435547,-9.018848419189453,feed,,-8.924015045166016
"He took an approach different from those before him, using this analogy not in the manner of soul-purification but in the manner that humans must have certain balances of minerals in their bodies, and that certain illnesses of the body had chemical remedies that could cure them.","He took an approach different from those before him, using this analogy not in the manner of soul-purification but in the manner that humans must",have,has,have,-9.906307220458984,-9.57653522491455,has,,-0.3297719955444336
"He took an approach different from those before him, using this analogy not in the manner of soul-purification but in the manner that humans must have certain balances of minerals in their bodies, and that certain illnesses of the body had chemical remedies that could cure them.","He took an approach different from those before him, using this analogy not in the manner of soul-purification but in the manner that humans must have certain balances of minerals in their bodies, and that certain illnesses of the body had chemical remedies that could",cure,cures,cure,-19.45602035522461,-19.538902282714844,cure,True,0.08288192749023438
"One of the very few properties of the alkali metals that does not display a very smooth trend is their reduction potentials: lithium's value is anomalous, being more negative than the others.",One of the very few properties of the alkali metals that does not,displays,display,display,-19.273576736450195,-10.377318382263184,display,True,8.896258354187012
"The convenient location of Azerbaijan on the crossroad of major international traffic arteries, such as the Silk Road and the south north corridor, highlights the strategic importance of the transportation sector for the country's economy.","The convenient location of Azerbaijan on the crossroad of major international traffic arteries, such as the Silk Road and the south north corridor,",highlights,highlight,highlights,-21.681779861450195,-21.614160537719727,highlight,,-0.06761932373046875
"Although the world manifests itself to our experience as a multiplicity of objects (the ""objectivation"" of the will), each element of this multiplicity has the same blind essence striving towards existence and life.","Although the world manifests itself to our experience as a multiplicity of objects (the ""objectivation"" of the will), each element of this multiplicity",has,have,has,-9.953349113464355,-10.270730018615723,has,True,0.3173809051513672
According to mother tongue percentage statistics by the Andorran Government released in 2018 the principality has the following: Religion,According to mother tongue percentage statistics by the Andorran Government released in 2018 the principality,have,has,has,-10.620957374572754,-10.133830070495605,has,True,0.48712730407714844
"It also examines how the understanding of cognition, emotion, motivation, and similar psychological processes inform or constrain our models of cultural and social processes.","It also examines how the understanding of cognition, emotion, motivation, and similar psychological processes",informs,inform,inform,-20.29214096069336,-19.970983505249023,inform,True,0.32115745544433594
"So, he left Springfield for his father's home to study until he ""could give any proposition in the six books of Euclid [here, referencing Euclid's Elements] at sight.""","So, he left Springfield for his father's home to study until he ""could",gives,give,give,-19.559844970703125,-10.345650672912598,give,True,9.214194297790527
"This activity decreases somewhat further north in the state, but even the far north of the state reports thunder on about 60 days per year.","This activity decreases somewhat further north in the state, but even the far north of the state",reports,report,reports,-10.37708854675293,-10.36799430847168,report,,-0.00909423828125
"Major national or international societies generally publish their own journal or newsletter, and some hold large multi-day meetings akin to a scientific conference or convention.","Major national or international societies generally publish their own journal or newsletter, and some",hold,holds,hold,-10.16995906829834,-20.201366424560547,hold,True,10.031407356262207
"The mystic chords of memory, stretching from every battlefield, and patriot grave, to every living heart and hearthstone, all over this broad land, will yet swell the chorus of the Union, when again touched, as surely they will be, by the better angels of our nature.""","The mystic chords of memory, stretching from every battlefield, and patriot grave, to every living heart and hearthstone, all over this broad land, will yet",swell,swells,swell,-18.923328399658203,-28.28433895111084,swell,True,9.361010551452637
"It would be two years before the Maryland General Assembly became satisfied that the various states would follow through, and voted to ratify.",It would be two years before the Maryland General Assembly became satisfied that the various states would,follows,follow,follow,-21.46271324157715,-10.839118003845215,follow,True,10.623595237731934
It may also be a signal of interactive and cooperative intentions since those not interacting further in the future gain nothing from the costly signaling.,It may also be a signal of interactive and cooperative intentions since those not interacting further in the future,gains,gain,gain,-19.003999710083008,-9.76179313659668,gain,True,9.242206573486328
The result of an appeal can be: Affirmed: Where the reviewing court basically agrees with the result of the lower courts' ruling(s).,The result of an appeal can be: Affirmed: Where the reviewing court basically,agree,agrees,agrees,-10.762397766113281,-20.685407638549805,agree,,-9.923009872436523
"Factors that account for the country's vulnerability to climate change risks include geological and hydrological hazards, including earthquakes, flooding, fires, landslides, torrential rains, river and coastal erosion.",Factors that account for the country's vulnerability to climate change risks,includes,include,include,-10.758366584777832,-10.716662406921387,include,True,0.04170417785644531
Neural connections and the immune system are a pathway that may allow diseases originated in the intestine to spread to the brain.,Neural connections and the immune system are a pathway that may,allow,allows,allow,-9.494797706604004,-10.142165184020996,allow,True,0.6473674774169922
Neural connections and the immune system are a pathway that may allow diseases originated in the intestine to spread to the brain.,Neural connections and the immune system are a pathway that may allow diseases originated in the intestine to,spread,spreads,spread,-9.792292594909668,-19.584257125854492,spread,True,9.791964530944824
"After revealing a letter she wrote to the Los Angeles Times disclaiming the label of Huxley as a ""poor fellow who can hardly see"" by Walter C. Alvarez, she tempered her statement: ""Although I feel it was an injustice to treat Aldous as though he were blind, it is true there were many indications of his impaired vision.","After revealing a letter she wrote to the Los Angeles Times disclaiming the label of Huxley as a ""poor fellow who can hardly",sees,see,see,-20.138303756713867,-10.366105079650879,see,True,9.772198677062988
"After revealing a letter she wrote to the Los Angeles Times disclaiming the label of Huxley as a ""poor fellow who can hardly see"" by Walter C. Alvarez, she tempered her statement: ""Although I feel it was an injustice to treat Aldous as though he were blind, it is true there were many indications of his impaired vision.","After revealing a letter she wrote to the Los Angeles Times disclaiming the label of Huxley as a ""poor fellow who can hardly see"" by Walter C. Alvarez, she tempered her statement: ""Although I",feel,feels,feel,-20.446929931640625,-20.55815887451172,feel,True,0.11122894287109375
"Reaction with oxygen (if present in sufficient quantity to satisfy the reaction stoichiometry) leads to combustion without any smoke, producing carbon dioxide and water.",Reaction with oxygen (if present in sufficient quantity to satisfy the reaction stoichiometry),leads,lead,leads,-19.57038688659668,-10.281070709228516,lead,,-9.289316177368164
"The pigs' rise to preeminence mirrors the rise of a Stalinist bureaucracy in the USSR, just as Napoleon's emergence as the farm's sole leader reflects Stalin's emergence.","The pigs' rise to preeminence mirrors the rise of a Stalinist bureaucracy in the USSR, just as Napoleon's emergence as the farm's sole leader",reflect,reflects,reflects,-10.76827335357666,-21.43625259399414,reflect,,-10.66797924041748
"Yet the will as thing in-itself is free, as it exists beyond the realm of representation and thus is not constrained by any of the forms of necessity that are part of the principle of sufficient reason.","Yet the will as thing in-itself is free, as it",exist,exists,exists,-8.960326194763184,-18.00397491455078,exist,,-9.043648719787598
Limited data makes the state of redfishes and deep-water species difficult to assess but most likely they remain vulnerable to overfishing.,Limited data makes the state of redfishes and deep-water species difficult to assess but most likely they,remain,remains,remain,-20.433399200439453,-20.586877822875977,remain,True,0.15347862243652344
Evidence for this hypothesis includes testimonies by former KGB agents who claim that Viktor Chebrikov gave the order to eradicate Tarkovsky to curtail what the Soviet government and the KGB saw as anti-Soviet propaganda by Tarkovsky.,Evidence for this hypothesis includes testimonies by former KGB agents who,claims,claim,claim,-33.31685543060303,-22.623554229736328,claim,True,10.6933012008667
"Einstein was aware that getting the frequency of the actual oscillations would be difficult, but he nevertheless proposed this theory because it was a particularly clear demonstration that quantum mechanics could solve the specific heat problem in classical mechanics.","Einstein was aware that getting the frequency of the actual oscillations would be difficult, but he nevertheless proposed this theory because it was a particularly clear demonstration that quantum mechanics could",solve,solves,solve,-18.92510223388672,-19.059589385986328,solve,True,0.13448715209960938
"Resembling a human from the shoulders up, Maria Bot is a virtual being android that has complex facial expressions and head movement and engages in conversation about a variety of subjects.","Resembling a human from the shoulders up, Maria Bot is a virtual being android that",have,has,has,-10.306597709655762,-9.792339324951172,has,True,0.5142583847045898
"Apollo represents a 'role' culture where order, reason, and bureaucracy prevail.","Apollo represents a 'role' culture where order, reason, and bureaucracy",prevail,prevails,prevail,-20.88456916809082,-21.1375789642334,prevail,True,0.2530097961425781
"With growing Regional Tourism with domination of Chinese visitors, MasterCard has released Global Destination Cities Index 2013 with 10 of 20 are dominated by Asia and Pacific Region Cities and also for the first time a city of a country from Asia (Bangkok) set in the top-ranked with 15.98 international visitors.","With growing Regional Tourism with domination of Chinese visitors, MasterCard has released Global Destination Cities Index 2013 with 10 of 20 are dominated by Asia and Pacific Region Cities and also for the first time a city of a country from Asia (Bangkok)",sets,set,set,-10.396815299987793,-10.347990989685059,set,True,0.048824310302734375
"It may have been preceded by an optional ""pre-answer"" motion to dismiss or demurrer; if such a motion is unsuccessful, the defendant must file an answer to the complaint or risk an adverse default judgment.","It may have been preceded by an optional ""pre-answer"" motion to dismiss or demurrer; if such a motion is unsuccessful, the defendant must",files,file,file,-9.399445533752441,-9.38851547241211,file,True,0.010930061340332031
"Beyond the specific factions of anarchist movements which constitute political anarchism lies philosophical anarchism which holds that the state lacks moral legitimacy, without necessarily accepting the imperative of revolution to eliminate it.",Beyond the specific factions of anarchist movements which constitute political anarchism lies philosophical anarchism which,hold,holds,holds,-11.535710334777832,-22.730915069580078,hold,,-11.195204734802246
"Beyond the specific factions of anarchist movements which constitute political anarchism lies philosophical anarchism which holds that the state lacks moral legitimacy, without necessarily accepting the imperative of revolution to eliminate it.",Beyond the specific factions of anarchist movements which constitute political anarchism lies philosophical anarchism which holds that the state,lacks,lack,lacks,-21.903982162475586,-21.858352661132812,lack,,-0.04562950134277344
"The cell membrane potential created by potassium and sodium ions allows the cell to generate an action potential a ""spike"" of electrical discharge.",The cell membrane potential created by potassium and sodium ions,allow,allows,allows,-10.764156341552734,-11.439314842224121,allow,,-0.6751585006713867
"The cell membrane potential created by potassium and sodium ions allows the cell to generate an action potential a ""spike"" of electrical discharge.",The cell membrane potential created by potassium and sodium ions allows the cell to,generate,generates,generate,-21.209108352661133,-21.405576705932617,generate,True,0.19646835327148438
"The enormous differences between the regions pose a serious structural problem for the Angolan economy, illustrated by the fact that about one third of economic activities are concentrated in Luanda and neighbouring Bengo province, while several areas of the interior suffer economic stagnation and even regression.","The enormous differences between the regions pose a serious structural problem for the Angolan economy, illustrated by the fact that about one third of economic activities are concentrated in Luanda and neighbouring Bengo province, while several areas of the interior",suffers,suffer,suffer,-29.848634719848633,-20.230260848999023,suffer,True,9.61837387084961
"Spectrum Autism has long been thought to cover a wide spectrum, ranging from individuals with severe impairments who may be silent, developmentally disabled, and prone to frequent repetitive behavior such as hand flapping and rocking to high functioning individuals who may have active but distinctly odd social approaches, narrowly focused interests, and verbose, pedantic communication.","Spectrum Autism has long been thought to cover a wide spectrum, ranging from individuals with severe impairments who may be silent, developmentally disabled, and prone to frequent repetitive behavior such as hand flapping and rocking to high functioning individuals who may",has,have,have,-10.272409439086914,-10.472627639770508,has,,-0.20021820068359375
"To the east, the boundaries of the ocean proper are Europe: the Strait of Gibraltar (where it connects with the Mediterranean Sea one of its marginal seas and, in turn, the Black Sea, both of which also touch upon Asia) and Africa.","To the east, the boundaries of the ocean proper are Europe: the Strait of Gibraltar (where it",connects,connect,connects,-20.090198516845703,-10.170048713684082,connect,,-9.920149803161621
"To the east, the boundaries of the ocean proper are Europe: the Strait of Gibraltar (where it connects with the Mediterranean Sea one of its marginal seas and, in turn, the Black Sea, both of which also touch upon Asia) and Africa.","To the east, the boundaries of the ocean proper are Europe: the Strait of Gibraltar (where it connects with the Mediterranean Sea one of its marginal seas and, in turn, the Black Sea, both of which also",touch,touches,touch,-28.279406547546387,-37.418521881103516,touch,True,9.139115333557129
Their forked tongues are used as organs of taste and smell and some species have sensory pits on their heads enabling them to locate warm-blooded prey.,Their forked tongues are used as organs of taste and smell and some species,have,has,have,-10.701055526733398,-10.064973831176758,has,,-0.6360816955566406
"While humans and other organisms generally place less value on future costs/benefits as compared to those in the present, some have shorter time horizons than others and these people tend to be less cooperative.","While humans and other organisms generally place less value on future costs/benefits as compared to those in the present, some",has,have,have,-11.231006622314453,-11.585341453552246,has,,-0.35433483123779297
"While humans and other organisms generally place less value on future costs/benefits as compared to those in the present, some have shorter time horizons than others and these people tend to be less cooperative.","While humans and other organisms generally place less value on future costs/benefits as compared to those in the present, some have shorter time horizons than others and these people",tend,tends,tend,-21.0120849609375,-21.257780075073242,tend,True,0.2456951141357422
"Some common characteristics are listed: Algae that form aggregations that have been described as turfs include diatoms, cyanobacteria, chlorophytes, phaeophytes and rhodophytes.",Some common characteristics are listed: Algae that form aggregations that have been described as turfs,include,includes,include,-10.389298439025879,-10.28664493560791,includes,,-0.10265350341796875
"Rifting in the central segment, however, coincided with the Cretaceous Normal Superchron (also known as the Cretaceous quiet period), a 40 Ma period without magnetic reversals, which makes it difficult to date sea-floor spreading in this segment.","Rifting in the central segment, however, coincided with the Cretaceous Normal Superchron (also known as the Cretaceous quiet period), a 40 Ma period without magnetic reversals, which",makes,make,makes,-10.116765975952148,-9.970720291137695,make,,-0.14604568481445312
"The metal reacts with the water first, breaking the hydrogen bonds in the water and producing hydrogen gas; this takes place faster for the more reactive heavier alkali metals.","The metal reacts with the water first, breaking the hydrogen bonds in the water and producing hydrogen gas; this",take,takes,takes,-21.312877655029297,-21.37562370300293,take,,-0.06274604797363281
A language may spell some words with unpronounced letters that exist for historical or other reasons.,A language may spell some words with unpronounced letters that,exists,exist,exist,-19.311931610107422,-9.668009757995605,exist,True,9.643921852111816
"Media Media anthropology (also known as the anthropology of media or mass media) emphasizes ethnographic studies as a means of understanding producers, audiences, and other cultural and social aspects of mass media.",Media Media anthropology (also known as the anthropology of media or mass media),emphasize,emphasizes,emphasizes,-29.721759796142578,-29.91514492034912,emphasize,,-0.19338512420654297
"These are not the only phosphides and arsenides of the alkali metals: for example, potassium has nine different known phosphides, with formulae K3P, K4P3, K5P4, KP, K4P6, K3P7, K3P11, KP10.3, and KP15.","These are not the only phosphides and arsenides of the alkali metals: for example, potassium",have,has,has,-10.066554069519043,-9.58926010131836,has,True,0.4772939682006836
"""As he [Zeus] cut them one after another, he bade Apollo give the face and the half of the neck a turn...","""As he [Zeus] cut them one after another, he bade Apollo",give,gives,give,-25.478201866149902,-25.65361976623535,give,True,0.17541790008544922
"ANSI also designates specific standards as American National Standards, or ANS, when the Institute determines that the standards were developed in an environment that is equitable, accessible and responsive to the requirements of various stakeholders.","ANSI also designates specific standards as American National Standards, or ANS, when the Institute",determine,determines,determines,-31.437718391418457,-31.02066707611084,determines,True,0.4170513153076172
"Nevertheless, it is estimated that in up to 20% of amphibian species, one or both adults play some role in the care of the young.","Nevertheless, it is estimated that in up to 20% of amphibian species, one or both adults",plays,play,play,-8.96994686126709,-8.966289520263672,play,True,0.0036573410034179688
"The Roman form is used in most printed material; it consists of a small loop with an arc over it (""a"").",The Roman form is used in most printed material; it,consists,consist,consists,-20.599008560180664,-20.178438186645508,consist,,-0.42057037353515625
"Comparisons can also look at tests of trend, such as linear and quadratic relationships, when the independent variable involves ordered levels.","Comparisons can also look at tests of trend, such as linear and quadratic relationships, when the independent variable",involve,involves,involves,-21.704801559448242,-21.918781280517578,involve,,-0.21397972106933594
This type of assistive technology helps people with hearing loss participate more fully in their hearing communities by allowing them to hear more clearly.,This type of assistive technology helps people with hearing loss,participates,participate,participate,-23.90294075012207,-23.736244201660156,participate,True,0.16669654846191406
This type of assistive technology helps people with hearing loss participate more fully in their hearing communities by allowing them to hear more clearly.,This type of assistive technology helps people with hearing loss participate more fully in their hearing communities by allowing them to,hear,hears,hear,-20.84665870666504,-20.949817657470703,hear,True,0.10315895080566406
"As with We the Living, Rand's later success allowed her to get a revised version published in 1946, which has sold over 3.5 million copies.","As with We the Living, Rand's later success allowed her to",gets,get,get,-9.500481605529785,-0.0,get,True,9.500481605529785
"Hobbes rejected one of the most famous theses of Aristotle's politics, namely that human beings are naturally suited to life in a polis and do not fully realize their natures until they exercise the role of citizen.","Hobbes rejected one of the most famous theses of Aristotle's politics, namely that human beings are naturally suited to life in a polis and do not fully realize their natures until they",exercise,exercises,exercise,-19.21990203857422,-28.28470802307129,exercise,True,9.06480598449707
"Unlike ganoid scales, which are found in non-teleost actinopterygians, new scales are added in concentric layers as the fish grows.","Unlike ganoid scales, which are found in non-teleost actinopterygians, new scales are added in concentric layers as the fish",grows,grow,grows,-19.15159797668457,-9.725236892700195,grow,,-9.426361083984375
"A U.S. State Department report on the matter mentions detention of members of certain Muslim and Christian groups, and many groups have difficulty registering with the SCWRA.","A U.S. State Department report on the matter mentions detention of members of certain Muslim and Christian groups, and many groups",has,have,have,-10.494991302490234,-10.81588363647461,has,,-0.320892333984375
"Since impressions are all that are left and not the exact stimuli, dreams do not resemble the actual waking experience.","Since impressions are all that are left and not the exact stimuli, dreams do not",resembles,resemble,resemble,-27.96569538116455,-19.65745735168457,resemble,True,8.30823802947998
"Art is the practical consequence of this brief aesthetic contemplation, since it attempts to depict the essence/pure Ideas of the world.","Art is the practical consequence of this brief aesthetic contemplation, since it",attempt,attempts,attempts,-18.92892837524414,-28.195512771606445,attempt,,-9.266584396362305
"a generally-accepted but unofficial term for a paying non-crew passenger who flies a private non-NASA or military vehicles above is a space tourist (as of 2020, nobody has yet qualified for this status)",a generally-accepted but unofficial term for a paying non-crew passenger who,fly,flies,flies,-10.082892417907715,-10.033839225769043,flies,True,0.049053192138671875
"In the few fragmentary poems of the Epic Cycle which describe the hero's death (i.e. the Cypria, the Little Iliad by Lesches of Pyrrha, the Aithiopis and Iliou persis by Arctinus of Miletus), there is no trace of any reference to his general invulnerability or his famous weakness at the heel.",In the few fragmentary poems of the Epic Cycle which,describes,describe,describe,-21.593637466430664,-21.262380599975586,describe,True,0.3312568664550781
"Weapons Weapons training in aikido traditionally includes the short staff () (these techniques closely resemble the use of the bayonet, or Jkend), the wooden sword (), and the knife ().",Weapons Weapons training in aikido traditionally includes the short staff () (these techniques closely,resemble,resembles,resemble,-23.024585723876953,-32.94414710998535,resemble,True,9.919561386108398
"Brig. Gen. Lloyd Tilghman surrendered the 94 remaining officers and men of his approximately 3,000-man force which had not been sent to Fort Donelson before U.S. Grant's force could even take up their positions.","Brig. Gen. Lloyd Tilghman surrendered the 94 remaining officers and men of his approximately 3,000-man force which had not been sent to Fort Donelson before U.S. Grant's force could even",takes,take,take,-9.273713111877441,-9.236810684204102,take,True,0.036902427673339844
"The appellate court reviews issues of law de novo (anew, no deference) and may reverse or modify the lower court's decision if the appellate court believes the lower court misapplied the facts or the law.","The appellate court reviews issues of law de novo (anew, no deference) and may reverse or modify the lower court's decision if the appellate court",believes,believe,believes,-19.858169555664062,-19.785507202148438,believe,,-0.072662353515625
"However, almost half the population has to be considered poor, with dramatic differences between the countryside and the cities, where slightly more than 50% of the people reside.","However, almost half the population has to be considered poor, with dramatic differences between the countryside and the cities, where slightly more than 50% of the people",resides,reside,reside,-19.36530113220215,-19.3044490814209,reside,True,0.06085205078125
"Anarchists such as Leo Tolstoy and Herbert Read stated that the border between the artist and the non-artist, what separates art from a daily act, is a construct produced by the alienation caused by capitalism and it prevents humans from living a joyful life.","Anarchists such as Leo Tolstoy and Herbert Read stated that the border between the artist and the non-artist, what",separate,separates,separates,-19.76555061340332,-19.810941696166992,separate,,-0.045391082763671875
"Anarchists such as Leo Tolstoy and Herbert Read stated that the border between the artist and the non-artist, what separates art from a daily act, is a construct produced by the alienation caused by capitalism and it prevents humans from living a joyful life.","Anarchists such as Leo Tolstoy and Herbert Read stated that the border between the artist and the non-artist, what separates art from a daily act, is a construct produced by the alienation caused by capitalism and it",prevents,prevent,prevents,-20.094472885131836,-19.720752716064453,prevent,,-0.3737201690673828
"As of 2021 in the United States, astronaut status is conferred on a person depending on the authorizing agency: one who flies in a vehicle above for NASA or the military is considered an astronaut (with no qualifier)","As of 2021 in the United States, astronaut status is conferred on a person depending on the authorizing agency: one who",fly,flies,flies,-9.310603141784668,-9.225804328918457,flies,True,0.08479881286621094
"One film was disqualified after winning the award, and had the winner return the Oscar:","One film was disqualified after winning the award, and had the winner",returns,return,return,-19.95783233642578,-10.075961112976074,return,True,9.881871223449707
"Increased nuclei concentrations lead to increased cloud droplet number concentrations, which in turn leads to increased cloud albedo, increased light scattering and radiative cooling (first indirect effect), but also leads to reduced precipitation efficiency and increased lifetime of the cloud (second indirect effect).","Increased nuclei concentrations lead to increased cloud droplet number concentrations, which in turn",leads,lead,leads,-22.070575714111328,-11.585427284240723,lead,,-10.485148429870605
"Beyond improving their existing association, the records of the Second Continental Congress show that the need for a declaration of independence was intimately linked with the demands of international relations.","Beyond improving their existing association, the records of the Second Continental Congress",shows,show,show,-11.375033378601074,-11.359517097473145,show,True,0.015516281127929688
"Straw is useful in binding the brick together and allowing the brick to dry evenly, thereby preventing cracking due to uneven shrinkage rates through the brick.",Straw is useful in binding the brick together and allowing the brick to,dry,dries,dry,-9.874968528747559,-18.558048248291016,dry,True,8.683079719543457
"Einstein and Szilrd, along with other refugees such as Edward Teller and Eugene Wigner, ""regarded it as their responsibility to alert Americans to the possibility that German scientists might win the race to build an atomic bomb, and to warn that Hitler would be more than willing to resort to such a weapon.""","Einstein and Szilrd, along with other refugees such as Edward Teller and Eugene Wigner, ""regarded it as their responsibility to alert Americans to the possibility that German scientists might",wins,win,win,-19.1269474029541,-9.666116714477539,win,True,9.460830688476562
"Some jurisdictions have specialized appellate courts, such as the Texas Court of Criminal Appeals, which only hears appeals raised in criminal cases, and the U.S. Court of Appeals for the Federal Circuit, which has general jurisdiction but derives most of its caseload from patent cases, on one hand, and appeals from the Court of Federal Claims on the other.","Some jurisdictions have specialized appellate courts, such as the Texas Court of Criminal Appeals, which only",hear,hears,hears,-20.334632873535156,-20.5029296875,hear,,-0.16829681396484375
"Some jurisdictions have specialized appellate courts, such as the Texas Court of Criminal Appeals, which only hears appeals raised in criminal cases, and the U.S. Court of Appeals for the Federal Circuit, which has general jurisdiction but derives most of its caseload from patent cases, on one hand, and appeals from the Court of Federal Claims on the other.","Some jurisdictions have specialized appellate courts, such as the Texas Court of Criminal Appeals, which only hears appeals raised in criminal cases, and the U.S. Court of Appeals for the Federal Circuit, which",have,has,has,-10.658055305480957,-10.428069114685059,has,True,0.22998619079589844
"In modern terminology, an acid is implicitly a Brnsted acid and not a Lewis acid, since chemists almost always refer to a Lewis acid explicitly as a Lewis acid.","In modern terminology, an acid is implicitly a Brnsted acid and not a Lewis acid, since chemists almost always",refer,refers,refer,-17.93303108215332,-18.272397994995117,refer,True,0.3393669128417969
"It is distinguished from judicial review, which refers to the court's overriding constitutional or statutory right to determine if a legislative act or administrative decision is defective for jurisdictional or other reasons (which may vary by jurisdiction).","It is distinguished from judicial review, which refers to the court's overriding constitutional or statutory right to determine if a legislative act or administrative decision is defective for jurisdictional or other reasons (which may",varies,vary,vary,-19.70989227294922,-19.629478454589844,vary,True,0.080413818359375
The Himalayas that stretch from north-west of India to far north-east offers a number of high rise peaks that are considered ideal for mountaineering.,The Himalayas that stretch from north-west of India to far north-east,offer,offers,offers,-10.842267036437988,-20.71314239501953,offer,,-9.870875358581543
"This propensity to premature ignition is measured by the octane rating of the fuel, where 2,2,4-trimethylpentane (isooctane) has an arbitrary value of 100, and heptane has a value of zero.","This propensity to premature ignition is measured by the octane rating of the fuel, where 2,2,4-trimethylpentane (isooctane)",have,has,has,-9.57634449005127,-9.311277389526367,has,True,0.26506710052490234
"This propensity to premature ignition is measured by the octane rating of the fuel, where 2,2,4-trimethylpentane (isooctane) has an arbitrary value of 100, and heptane has a value of zero.","This propensity to premature ignition is measured by the octane rating of the fuel, where 2,2,4-trimethylpentane (isooctane) has an arbitrary value of 100, and heptane",has,have,has,-9.129009246826172,-9.334076881408691,has,True,0.20506763458251953
", the snakes have developed immunity through genetic changes and they feed on the amphibians with impunity.",", the snakes have developed immunity through genetic changes and they",feeds,feed,feed,-19.613954544067383,-9.953536987304688,feed,True,9.660417556762695
"When in precipitation, a global model characterized by convective and abundant rains can be defined during spring and summer, which can last until autumn (May, June and August are usually the rainiest months).","When in precipitation, a global model characterized by convective and abundant rains can be defined during spring and summer, which can",lasts,last,last,-17.652881622314453,-8.917638778686523,last,True,8.73524284362793
"The council of foreign affairs states that the World Bank mentioned that Sonangol is a taxpayer, it carries out quasi-fiscal activities, it invests public funds, and, as concessionaire, it is a sector regulator.","The council of foreign affairs states that the World Bank mentioned that Sonangol is a taxpayer, it",carry,carries,carries,-9.954303741455078,-19.289649963378906,carry,,-9.335346221923828
