text,prompt,option1,option2,answer,score1,score2,pred,correct,difference
"Theoretical production ecology, relating to crop production modeling Traditional agricultural systems, sometimes termed subsistence agriculture, which feed most of the poorest people in the world.","Theoretical production ecology, relating to crop production modeling Traditional agricultural systems, sometimes termed subsistence agriculture, which",feed,feeds,feed,-12.060546875,-24.087369918823242,feed,True,12.026823043823242
"If a party is dissatisfied with the finding of such a tribunal, one generally has the power to request a trial ""de novo"" by a court of record.","If a party is dissatisfied with the finding of such a tribunal, one generally",has,have,has,-9.683267593383789,-9.660737037658691,have,,-0.022530555725097656
Feeding The aardvark is nocturnal and is a solitary creature that feeds almost exclusively on ants and termites (myrmecophagy); the only fruit eaten by aardvarks is the aardvark cucumber.,Feeding The aardvark is nocturnal and is a solitary creature that,feeds,feed,feeds,-20.811792373657227,-10.45606803894043,feed,,-10.355724334716797
"He took an approach different from those before him, using this analogy not in the manner of soul-purification but in the manner that humans must have certain balances of minerals in their bodies, and that certain illnesses of the body had chemical remedies that could cure them.","He took an approach different from those before him, using this analogy not in the manner of soul-purification but in the manner that humans must",have,has,have,-11.613200187683105,-11.655736923217773,have,True,0.04253673553466797
"He took an approach different from those before him, using this analogy not in the manner of soul-purification but in the manner that humans must have certain balances of minerals in their bodies, and that certain illnesses of the body had chemical remedies that could cure them.","He took an approach different from those before him, using this analogy not in the manner of soul-purification but in the manner that humans must have certain balances of minerals in their bodies, and that certain illnesses of the body had chemical remedies that could",cure,cures,cure,-23.60079574584961,-23.749269485473633,cure,True,0.14847373962402344
"One of the very few properties of the alkali metals that does not display a very smooth trend is their reduction potentials: lithium's value is anomalous, being more negative than the others.",One of the very few properties of the alkali metals that does not,displays,display,display,-21.984344482421875,-11.324190139770508,display,True,10.660154342651367
"The convenient location of Azerbaijan on the crossroad of major international traffic arteries, such as the Silk Road and the south north corridor, highlights the strategic importance of the transportation sector for the country's economy.","The convenient location of Azerbaijan on the crossroad of major international traffic arteries, such as the Silk Road and the south north corridor,",highlights,highlight,highlights,-24.72652244567871,-24.37879753112793,highlight,,-0.34772491455078125
"Although the world manifests itself to our experience as a multiplicity of objects (the ""objectivation"" of the will), each element of this multiplicity has the same blind essence striving towards existence and life.","Although the world manifests itself to our experience as a multiplicity of objects (the ""objectivation"" of the will), each element of this multiplicity",has,have,has,-11.745760917663574,-11.808723449707031,has,True,0.06296253204345703
According to mother tongue percentage statistics by the Andorran Government released in 2018 the principality has the following: Religion,According to mother tongue percentage statistics by the Andorran Government released in 2018 the principality,have,has,has,-12.23298454284668,-12.262982368469238,have,,-0.029997825622558594
"It also examines how the understanding of cognition, emotion, motivation, and similar psychological processes inform or constrain our models of cultural and social processes.","It also examines how the understanding of cognition, emotion, motivation, and similar psychological processes",informs,inform,inform,-22.38067626953125,-22.068675994873047,inform,True,0.3120002746582031
"So, he left Springfield for his father's home to study until he ""could give any proposition in the six books of Euclid [here, referencing Euclid's Elements] at sight.""","So, he left Springfield for his father's home to study until he ""could",gives,give,give,-22.940574645996094,-11.383865356445312,give,True,11.556709289550781
"This activity decreases somewhat further north in the state, but even the far north of the state reports thunder on about 60 days per year.","This activity decreases somewhat further north in the state, but even the far north of the state",reports,report,reports,-12.1585111618042,-12.095426559448242,report,,-0.06308460235595703
"Major national or international societies generally publish their own journal or newsletter, and some hold large multi-day meetings akin to a scientific conference or convention.","Major national or international societies generally publish their own journal or newsletter, and some",hold,holds,hold,-11.72828483581543,-23.62192726135254,hold,True,11.89364242553711
"The mystic chords of memory, stretching from every battlefield, and patriot grave, to every living heart and hearthstone, all over this broad land, will yet swell the chorus of the Union, when again touched, as surely they will be, by the better angels of our nature.""","The mystic chords of memory, stretching from every battlefield, and patriot grave, to every living heart and hearthstone, all over this broad land, will yet",swell,swells,swell,-22.625812530517578,-33.94047546386719,swell,True,11.31466293334961
"It would be two years before the Maryland General Assembly became satisfied that the various states would follow through, and voted to ratify.",It would be two years before the Maryland General Assembly became satisfied that the various states would,follows,follow,follow,-23.153013229370117,-11.620527267456055,follow,True,11.532485961914062
It may also be a signal of interactive and cooperative intentions since those not interacting further in the future gain nothing from the costly signaling.,It may also be a signal of interactive and cooperative intentions since those not interacting further in the future,gains,gain,gain,-22.296579360961914,-11.349123001098633,gain,True,10.947456359863281
The result of an appeal can be: Affirmed: Where the reviewing court basically agrees with the result of the lower courts' ruling(s).,The result of an appeal can be: Affirmed: Where the reviewing court basically,agree,agrees,agrees,-13.21541976928711,-25.630504608154297,agree,,-12.415084838867188
"Factors that account for the country's vulnerability to climate change risks include geological and hydrological hazards, including earthquakes, flooding, fires, landslides, torrential rains, river and coastal erosion.",Factors that account for the country's vulnerability to climate change risks,includes,include,include,-12.717297554016113,-12.751337051391602,includes,,-0.03403949737548828
Neural connections and the immune system are a pathway that may allow diseases originated in the intestine to spread to the brain.,Neural connections and the immune system are a pathway that may,allow,allows,allow,-9.411495208740234,-10.216459274291992,allow,True,0.8049640655517578
Neural connections and the immune system are a pathway that may allow diseases originated in the intestine to spread to the brain.,Neural connections and the immune system are a pathway that may allow diseases originated in the intestine to,spread,spreads,spread,-10.619662284851074,-21.37954330444336,spread,True,10.759881019592285
"After revealing a letter she wrote to the Los Angeles Times disclaiming the label of Huxley as a ""poor fellow who can hardly see"" by Walter C. Alvarez, she tempered her statement: ""Although I feel it was an injustice to treat Aldous as though he were blind, it is true there were many indications of his impaired vision.","After revealing a letter she wrote to the Los Angeles Times disclaiming the label of Huxley as a ""poor fellow who can hardly",sees,see,see,-25.355180740356445,-12.854742050170898,see,True,12.500438690185547
"After revealing a letter she wrote to the Los Angeles Times disclaiming the label of Huxley as a ""poor fellow who can hardly see"" by Walter C. Alvarez, she tempered her statement: ""Although I feel it was an injustice to treat Aldous as though he were blind, it is true there were many indications of his impaired vision.","After revealing a letter she wrote to the Los Angeles Times disclaiming the label of Huxley as a ""poor fellow who can hardly see"" by Walter C. Alvarez, she tempered her statement: ""Although I",feel,feels,feel,-24.491559982299805,-24.660734176635742,feel,True,0.1691741943359375
"Reaction with oxygen (if present in sufficient quantity to satisfy the reaction stoichiometry) leads to combustion without any smoke, producing carbon dioxide and water.",Reaction with oxygen (if present in sufficient quantity to satisfy the reaction stoichiometry),leads,lead,leads,-23.677783966064453,-12.449195861816406,lead,,-11.228588104248047
"The pigs' rise to preeminence mirrors the rise of a Stalinist bureaucracy in the USSR, just as Napoleon's emergence as the farm's sole leader reflects Stalin's emergence.","The pigs' rise to preeminence mirrors the rise of a Stalinist bureaucracy in the USSR, just as Napoleon's emergence as the farm's sole leader",reflect,reflects,reflects,-13.16374397277832,-26.272808074951172,reflect,,-13.109064102172852
"Yet the will as thing in-itself is free, as it exists beyond the realm of representation and thus is not constrained by any of the forms of necessity that are part of the principle of sufficient reason.","Yet the will as thing in-itself is free, as it",exist,exists,exists,-10.605965614318848,-21.568174362182617,exist,,-10.96220874786377
Limited data makes the state of redfishes and deep-water species difficult to assess but most likely they remain vulnerable to overfishing.,Limited data makes the state of redfishes and deep-water species difficult to assess but most likely they,remain,remains,remain,-26.34282875061035,-26.268613815307617,remains,,-0.07421493530273438
Evidence for this hypothesis includes testimonies by former KGB agents who claim that Viktor Chebrikov gave the order to eradicate Tarkovsky to curtail what the Soviet government and the KGB saw as anti-Soviet propaganda by Tarkovsky.,Evidence for this hypothesis includes testimonies by former KGB agents who,claims,claim,claim,-40.98873424530029,-27.495882034301758,claim,True,13.492852210998535
"Einstein was aware that getting the frequency of the actual oscillations would be difficult, but he nevertheless proposed this theory because it was a particularly clear demonstration that quantum mechanics could solve the specific heat problem in classical mechanics.","Einstein was aware that getting the frequency of the actual oscillations would be difficult, but he nevertheless proposed this theory because it was a particularly clear demonstration that quantum mechanics could",solve,solves,solve,-21.92078399658203,-22.286212921142578,solve,True,0.3654289245605469
"Resembling a human from the shoulders up, Maria Bot is a virtual being android that has complex facial expressions and head movement and engages in conversation about a variety of subjects.","Resembling a human from the shoulders up, Maria Bot is a virtual being android that",have,has,has,-10.593475341796875,-10.589242935180664,has,True,0.0042324066162109375
"Apollo represents a 'role' culture where order, reason, and bureaucracy prevail.","Apollo represents a 'role' culture where order, reason, and bureaucracy",prevail,prevails,prevail,-25.695247650146484,-25.30972671508789,prevails,,-0.38552093505859375
"With growing Regional Tourism with domination of Chinese visitors, MasterCard has released Global Destination Cities Index 2013 with 10 of 20 are dominated by Asia and Pacific Region Cities and also for the first time a city of a country from Asia (Bangkok) set in the top-ranked with 15.98 international visitors.","With growing Regional Tourism with domination of Chinese visitors, MasterCard has released Global Destination Cities Index 2013 with 10 of 20 are dominated by Asia and Pacific Region Cities and also for the first time a city of a country from Asia (Bangkok)",sets,set,set,-11.491533279418945,-11.367105484008789,set,True,0.12442779541015625
"It may have been preceded by an optional ""pre-answer"" motion to dismiss or demurrer; if such a motion is unsuccessful, the defendant must file an answer to the complaint or risk an adverse default judgment.","It may have been preceded by an optional ""pre-answer"" motion to dismiss or demurrer; if such a motion is unsuccessful, the defendant must",files,file,file,-11.55655574798584,-11.53066635131836,file,True,0.02588939666748047
"Beyond the specific factions of anarchist movements which constitute political anarchism lies philosophical anarchism which holds that the state lacks moral legitimacy, without necessarily accepting the imperative of revolution to eliminate it.",Beyond the specific factions of anarchist movements which constitute political anarchism lies philosophical anarchism which,hold,holds,holds,-12.591691017150879,-25.275110244750977,hold,,-12.683419227600098
"Beyond the specific factions of anarchist movements which constitute political anarchism lies philosophical anarchism which holds that the state lacks moral legitimacy, without necessarily accepting the imperative of revolution to eliminate it.",Beyond the specific factions of anarchist movements which constitute political anarchism lies philosophical anarchism which holds that the state,lacks,lack,lacks,-23.276111602783203,-23.331893920898438,lacks,True,0.055782318115234375
"The cell membrane potential created by potassium and sodium ions allows the cell to generate an action potential a ""spike"" of electrical discharge.",The cell membrane potential created by potassium and sodium ions,allow,allows,allows,-12.1228666305542,-12.906566619873047,allow,,-0.7836999893188477
"The cell membrane potential created by potassium and sodium ions allows the cell to generate an action potential a ""spike"" of electrical discharge.",The cell membrane potential created by potassium and sodium ions allows the cell to,generate,generates,generate,-23.294374465942383,-23.566696166992188,generate,True,0.2723217010498047
"The enormous differences between the regions pose a serious structural problem for the Angolan economy, illustrated by the fact that about one third of economic activities are concentrated in Luanda and neighbouring Bengo province, while several areas of the interior suffer economic stagnation and even regression.","The enormous differences between the regions pose a serious structural problem for the Angolan economy, illustrated by the fact that about one third of economic activities are concentrated in Luanda and neighbouring Bengo province, while several areas of the interior",suffers,suffer,suffer,-35.400343894958496,-23.629838943481445,suffer,True,11.77050495147705
"Spectrum Autism has long been thought to cover a wide spectrum, ranging from individuals with severe impairments who may be silent, developmentally disabled, and prone to frequent repetitive behavior such as hand flapping and rocking to high functioning individuals who may have active but distinctly odd social approaches, narrowly focused interests, and verbose, pedantic communication.","Spectrum Autism has long been thought to cover a wide spectrum, ranging from individuals with severe impairments who may be silent, developmentally disabled, and prone to frequent repetitive behavior such as hand flapping and rocking to high functioning individuals who may",has,have,have,-12.551887512207031,-12.5327787399292,have,True,0.01910877227783203
"To the east, the boundaries of the ocean proper are Europe: the Strait of Gibraltar (where it connects with the Mediterranean Sea one of its marginal seas and, in turn, the Black Sea, both of which also touch upon Asia) and Africa.","To the east, the boundaries of the ocean proper are Europe: the Strait of Gibraltar (where it",connects,connect,connects,-22.472524642944336,-11.327850341796875,connect,,-11.144674301147461
"To the east, the boundaries of the ocean proper are Europe: the Strait of Gibraltar (where it connects with the Mediterranean Sea one of its marginal seas and, in turn, the Black Sea, both of which also touch upon Asia) and Africa.","To the east, the boundaries of the ocean proper are Europe: the Strait of Gibraltar (where it connects with the Mediterranean Sea one of its marginal seas and, in turn, the Black Sea, both of which also",touch,touches,touch,-31.109281539916992,-41.92515182495117,touch,True,10.81587028503418
Their forked tongues are used as organs of taste and smell and some species have sensory pits on their heads enabling them to locate warm-blooded prey.,Their forked tongues are used as organs of taste and smell and some species,have,has,have,-13.115583419799805,-13.280333518981934,have,True,0.1647500991821289
"While humans and other organisms generally place less value on future costs/benefits as compared to those in the present, some have shorter time horizons than others and these people tend to be less cooperative.","While humans and other organisms generally place less value on future costs/benefits as compared to those in the present, some",has,have,have,-13.785510063171387,-13.82846450805664,has,,-0.042954444885253906
"While humans and other organisms generally place less value on future costs/benefits as compared to those in the present, some have shorter time horizons than others and these people tend to be less cooperative.","While humans and other organisms generally place less value on future costs/benefits as compared to those in the present, some have shorter time horizons than others and these people",tend,tends,tend,-26.690736770629883,-26.819137573242188,tend,True,0.1284008026123047
"Some common characteristics are listed: Algae that form aggregations that have been described as turfs include diatoms, cyanobacteria, chlorophytes, phaeophytes and rhodophytes.",Some common characteristics are listed: Algae that form aggregations that have been described as turfs,include,includes,include,-14.068150520324707,-14.0134916305542,includes,,-0.05465888977050781
"Rifting in the central segment, however, coincided with the Cretaceous Normal Superchron (also known as the Cretaceous quiet period), a 40 Ma period without magnetic reversals, which makes it difficult to date sea-floor spreading in this segment.","Rifting in the central segment, however, coincided with the Cretaceous Normal Superchron (also known as the Cretaceous quiet period), a 40 Ma period without magnetic reversals, which",makes,make,makes,-12.06486701965332,-12.087432861328125,makes,True,0.022565841674804688
"The metal reacts with the water first, breaking the hydrogen bonds in the water and producing hydrogen gas; this takes place faster for the more reactive heavier alkali metals.","The metal reacts with the water first, breaking the hydrogen bonds in the water and producing hydrogen gas; this",take,takes,takes,-24.485462188720703,-24.606342315673828,take,,-0.120880126953125
A language may spell some words with unpronounced letters that exist for historical or other reasons.,A language may spell some words with unpronounced letters that,exists,exist,exist,-23.825485229492188,-11.841322898864746,exist,True,11.984162330627441
"Media Media anthropology (also known as the anthropology of media or mass media) emphasizes ethnographic studies as a means of understanding producers, audiences, and other cultural and social aspects of mass media.",Media Media anthropology (also known as the anthropology of media or mass media),emphasize,emphasizes,emphasizes,-37.145198822021484,-36.76562976837158,emphasizes,True,0.37956905364990234
"These are not the only phosphides and arsenides of the alkali metals: for example, potassium has nine different known phosphides, with formulae K3P, K4P3, K5P4, KP, K4P6, K3P7, K3P11, KP10.3, and KP15.","These are not the only phosphides and arsenides of the alkali metals: for example, potassium",have,has,has,-12.095949172973633,-12.18009090423584,have,,-0.08414173126220703
"""As he [Zeus] cut them one after another, he bade Apollo give the face and the half of the neck a turn...","""As he [Zeus] cut them one after another, he bade Apollo",give,gives,give,-28.636073112487793,-28.200782775878906,gives,,-0.4352903366088867
"ANSI also designates specific standards as American National Standards, or ANS, when the Institute determines that the standards were developed in an environment that is equitable, accessible and responsive to the requirements of various stakeholders.","ANSI also designates specific standards as American National Standards, or ANS, when the Institute",determine,determines,determines,-36.78080749511719,-36.30198383331299,determines,True,0.4788236618041992
"Nevertheless, it is estimated that in up to 20% of amphibian species, one or both adults play some role in the care of the young.","Nevertheless, it is estimated that in up to 20% of amphibian species, one or both adults",plays,play,play,-11.34433650970459,-11.290553092956543,play,True,0.053783416748046875
"The Roman form is used in most printed material; it consists of a small loop with an arc over it (""a"").",The Roman form is used in most printed material; it,consists,consist,consists,-25.459171295166016,-24.749357223510742,consist,,-0.7098140716552734
"Comparisons can also look at tests of trend, such as linear and quadratic relationships, when the independent variable involves ordered levels.","Comparisons can also look at tests of trend, such as linear and quadratic relationships, when the independent variable",involve,involves,involves,-26.1380672454834,-26.07802963256836,involves,True,0.06003761291503906
This type of assistive technology helps people with hearing loss participate more fully in their hearing communities by allowing them to hear more clearly.,This type of assistive technology helps people with hearing loss,participates,participate,participate,-27.698850631713867,-28.269075393676758,participates,,-0.5702247619628906
This type of assistive technology helps people with hearing loss participate more fully in their hearing communities by allowing them to hear more clearly.,This type of assistive technology helps people with hearing loss participate more fully in their hearing communities by allowing them to,hear,hears,hear,-23.7604923248291,-23.633974075317383,hears,,-0.12651824951171875
"As with We the Living, Rand's later success allowed her to get a revised version published in 1946, which has sold over 3.5 million copies.","As with We the Living, Rand's later success allowed her to",gets,get,get,-11.698446273803711,-0.0,get,True,11.698446273803711
"Hobbes rejected one of the most famous theses of Aristotle's politics, namely that human beings are naturally suited to life in a polis and do not fully realize their natures until they exercise the role of citizen.","Hobbes rejected one of the most famous theses of Aristotle's politics, namely that human beings are naturally suited to life in a polis and do not fully realize their natures until they",exercise,exercises,exercise,-21.983938217163086,-32.80666923522949,exercise,True,10.822731018066406
"Unlike ganoid scales, which are found in non-teleost actinopterygians, new scales are added in concentric layers as the fish grows.","Unlike ganoid scales, which are found in non-teleost actinopterygians, new scales are added in concentric layers as the fish",grows,grow,grows,-23.83798599243164,-11.78950309753418,grow,,-12.048482894897461
"A U.S. State Department report on the matter mentions detention of members of certain Muslim and Christian groups, and many groups have difficulty registering with the SCWRA.","A U.S. State Department report on the matter mentions detention of members of certain Muslim and Christian groups, and many groups",has,have,have,-12.459888458251953,-12.433018684387207,have,True,0.026869773864746094
"Since impressions are all that are left and not the exact stimuli, dreams do not resemble the actual waking experience.","Since impressions are all that are left and not the exact stimuli, dreams do not",resembles,resemble,resemble,-31.792611122131348,-20.645158767700195,resemble,True,11.147452354431152
"Art is the practical consequence of this brief aesthetic contemplation, since it attempts to depict the essence/pure Ideas of the world.","Art is the practical consequence of this brief aesthetic contemplation, since it",attempt,attempts,attempts,-23.5476131439209,-34.93637752532959,attempt,,-11.388764381408691
"a generally-accepted but unofficial term for a paying non-crew passenger who flies a private non-NASA or military vehicles above is a space tourist (as of 2020, nobody has yet qualified for this status)",a generally-accepted but unofficial term for a paying non-crew passenger who,fly,flies,flies,-11.822558403015137,-11.646312713623047,flies,True,0.17624568939208984
"In the few fragmentary poems of the Epic Cycle which describe the hero's death (i.e. the Cypria, the Little Iliad by Lesches of Pyrrha, the Aithiopis and Iliou persis by Arctinus of Miletus), there is no trace of any reference to his general invulnerability or his famous weakness at the heel.",In the few fragmentary poems of the Epic Cycle which,describes,describe,describe,-24.794626235961914,-24.420146942138672,describe,True,0.3744792938232422
"Weapons Weapons training in aikido traditionally includes the short staff () (these techniques closely resemble the use of the bayonet, or Jkend), the wooden sword (), and the knife ().",Weapons Weapons training in aikido traditionally includes the short staff () (these techniques closely,resemble,resembles,resemble,-24.809932708740234,-38.00788593292236,resemble,True,13.197953224182129
"Brig. Gen. Lloyd Tilghman surrendered the 94 remaining officers and men of his approximately 3,000-man force which had not been sent to Fort Donelson before U.S. Grant's force could even take up their positions.","Brig. Gen. Lloyd Tilghman surrendered the 94 remaining officers and men of his approximately 3,000-man force which had not been sent to Fort Donelson before U.S. Grant's force could even",takes,take,take,-11.45328140258789,-11.528223037719727,takes,,-0.07494163513183594
"The appellate court reviews issues of law de novo (anew, no deference) and may reverse or modify the lower court's decision if the appellate court believes the lower court misapplied the facts or the law.","The appellate court reviews issues of law de novo (anew, no deference) and may reverse or modify the lower court's decision if the appellate court",believes,believe,believes,-24.276918411254883,-24.427745819091797,believes,True,0.15082740783691406
"However, almost half the population has to be considered poor, with dramatic differences between the countryside and the cities, where slightly more than 50% of the people reside.","However, almost half the population has to be considered poor, with dramatic differences between the countryside and the cities, where slightly more than 50% of the people",resides,reside,reside,-21.88528060913086,-21.910186767578125,resides,,-0.024906158447265625
"Anarchists such as Leo Tolstoy and Herbert Read stated that the border between the artist and the non-artist, what separates art from a daily act, is a construct produced by the alienation caused by capitalism and it prevents humans from living a joyful life.","Anarchists such as Leo Tolstoy and Herbert Read stated that the border between the artist and the non-artist, what",separate,separates,separates,-23.557104110717773,-23.328460693359375,separates,True,0.22864341735839844
"Anarchists such as Leo Tolstoy and Herbert Read stated that the border between the artist and the non-artist, what separates art from a daily act, is a construct produced by the alienation caused by capitalism and it prevents humans from living a joyful life.","Anarchists such as Leo Tolstoy and Herbert Read stated that the border between the artist and the non-artist, what separates art from a daily act, is a construct produced by the alienation caused by capitalism and it",prevents,prevent,prevents,-23.456707000732422,-23.333189010620117,prevent,,-0.12351799011230469
"As of 2021 in the United States, astronaut status is conferred on a person depending on the authorizing agency: one who flies in a vehicle above for NASA or the military is considered an astronaut (with no qualifier)","As of 2021 in the United States, astronaut status is conferred on a person depending on the authorizing agency: one who",fly,flies,flies,-10.556851387023926,-10.381240844726562,flies,True,0.17561054229736328
"One film was disqualified after winning the award, and had the winner return the Oscar:","One film was disqualified after winning the award, and had the winner",returns,return,return,-23.248836517333984,-11.695890426635742,return,True,11.552946090698242
"Increased nuclei concentrations lead to increased cloud droplet number concentrations, which in turn leads to increased cloud albedo, increased light scattering and radiative cooling (first indirect effect), but also leads to reduced precipitation efficiency and increased lifetime of the cloud (second indirect effect).","Increased nuclei concentrations lead to increased cloud droplet number concentrations, which in turn",leads,lead,leads,-26.044618606567383,-13.741491317749023,lead,,-12.30312728881836
"Beyond improving their existing association, the records of the Second Continental Congress show that the need for a declaration of independence was intimately linked with the demands of international relations.","Beyond improving their existing association, the records of the Second Continental Congress",shows,show,show,-12.972391128540039,-12.391304969787598,show,True,0.5810861587524414
"Straw is useful in binding the brick together and allowing the brick to dry evenly, thereby preventing cracking due to uneven shrinkage rates through the brick.",Straw is useful in binding the brick together and allowing the brick to,dry,dries,dry,-11.29371452331543,-21.200204849243164,dry,True,9.906490325927734
"Einstein and Szilrd, along with other refugees such as Edward Teller and Eugene Wigner, ""regarded it as their responsibility to alert Americans to the possibility that German scientists might win the race to build an atomic bomb, and to warn that Hitler would be more than willing to resort to such a weapon.""","Einstein and Szilrd, along with other refugees such as Edward Teller and Eugene Wigner, ""regarded it as their responsibility to alert Americans to the possibility that German scientists might",wins,win,win,-22.316740036010742,-11.061239242553711,win,True,11.255500793457031
"Some jurisdictions have specialized appellate courts, such as the Texas Court of Criminal Appeals, which only hears appeals raised in criminal cases, and the U.S. Court of Appeals for the Federal Circuit, which has general jurisdiction but derives most of its caseload from patent cases, on one hand, and appeals from the Court of Federal Claims on the other.","Some jurisdictions have specialized appellate courts, such as the Texas Court of Criminal Appeals, which only",hear,hears,hears,-23.131092071533203,-23.080257415771484,hears,True,0.05083465576171875
"Some jurisdictions have specialized appellate courts, such as the Texas Court of Criminal Appeals, which only hears appeals raised in criminal cases, and the U.S. Court of Appeals for the Federal Circuit, which has general jurisdiction but derives most of its caseload from patent cases, on one hand, and appeals from the Court of Federal Claims on the other.","Some jurisdictions have specialized appellate courts, such as the Texas Court of Criminal Appeals, which only hears appeals raised in criminal cases, and the U.S. Court of Appeals for the Federal Circuit, which",have,has,has,-11.895179748535156,-11.913886070251465,have,,-0.018706321716308594
"In modern terminology, an acid is implicitly a Brnsted acid and not a Lewis acid, since chemists almost always refer to a Lewis acid explicitly as a Lewis acid.","In modern terminology, an acid is implicitly a Brnsted acid and not a Lewis acid, since chemists almost always",refer,refers,refer,-21.20803451538086,-21.23293113708496,refer,True,0.024896621704101562
"It is distinguished from judicial review, which refers to the court's overriding constitutional or statutory right to determine if a legislative act or administrative decision is defective for jurisdictional or other reasons (which may vary by jurisdiction).","It is distinguished from judicial review, which refers to the court's overriding constitutional or statutory right to determine if a legislative act or administrative decision is defective for jurisdictional or other reasons (which may",varies,vary,vary,-23.056488037109375,-22.88069725036621,vary,True,0.17579078674316406
The Himalayas that stretch from north-west of India to far north-east offers a number of high rise peaks that are considered ideal for mountaineering.,The Himalayas that stretch from north-west of India to far north-east,offer,offers,offers,-13.42329216003418,-26.154285430908203,offer,,-12.730993270874023
"This propensity to premature ignition is measured by the octane rating of the fuel, where 2,2,4-trimethylpentane (isooctane) has an arbitrary value of 100, and heptane has a value of zero.","This propensity to premature ignition is measured by the octane rating of the fuel, where 2,2,4-trimethylpentane (isooctane)",have,has,has,-11.473570823669434,-11.420622825622559,has,True,0.052947998046875
"This propensity to premature ignition is measured by the octane rating of the fuel, where 2,2,4-trimethylpentane (isooctane) has an arbitrary value of 100, and heptane has a value of zero.","This propensity to premature ignition is measured by the octane rating of the fuel, where 2,2,4-trimethylpentane (isooctane) has an arbitrary value of 100, and heptane",has,have,has,-11.328951835632324,-11.332108497619629,has,True,0.0031566619873046875
", the snakes have developed immunity through genetic changes and they feed on the amphibians with impunity.",", the snakes have developed immunity through genetic changes and they",feeds,feed,feed,-23.540245056152344,-11.62765121459961,feed,True,11.912593841552734
"When in precipitation, a global model characterized by convective and abundant rains can be defined during spring and summer, which can last until autumn (May, June and August are usually the rainiest months).","When in precipitation, a global model characterized by convective and abundant rains can be defined during spring and summer, which can",lasts,last,last,-21.013370513916016,-10.504441261291504,last,True,10.508929252624512
"The council of foreign affairs states that the World Bank mentioned that Sonangol is a taxpayer, it carries out quasi-fiscal activities, it invests public funds, and, as concessionaire, it is a sector regulator.","The council of foreign affairs states that the World Bank mentioned that Sonangol is a taxpayer, it",carry,carries,carries,-11.855509757995605,-22.49036979675293,carry,,-10.634860038757324
